44830,42.09722, -102.86771
45318,40.28627, -96.74692
38051,40.27734, -96.74662
6980,42.38470, -96.98774
21941,41.82159, -103.66102
28181,40.52113, -101.64162
45149,40.50702, -101.62805
25174,40.70072, -99.08434
42588,40.69379, -99.08177
31429,40.71418, -99.10302
25960,40.67792, -99.08478
27812,40.67139, -99.08858
627529,40.74020, -96.67948
600477,40.81389, -96.63053
623264,40.81581, -96.69700
608966,40.79065, -96.67553
602038,40.77074, -96.68275
42821,40.81870, -96.65371
40558,40.86388, -96.63793
45840,40.81584, -96.71058
28688,42.91917, -101.70060
44041,42.91917, -101.70060
22381,41.94010, -103.80938
28914,41.96356, -103.91578
42993,41.96358, -103.91400
46110,41.14234, -100.75399
43412,41.15405, -100.77289
34922,41.11618, -100.76401
1443,41.21271, -96.03737
31754,41.26599, -96.12849
37803,41.29207, -96.14555
35892,41.23208, -96.13471
35604,41.31527, -96.06660
43065,41.19821, -95.95284
29340,41.21780, -96.04311
28480,41.27778, -96.03561
27664,41.29308, -96.12843
43932,41.60303, -98.92992
24541,41.60316, -98.94154
25207,41.60303, -98.92721
28588,41.60520, -98.94266
39851,41.01060, -95.88622
39795,41.01334, -95.91073
28351,41.01324, -95.89239
46133,41.01168, -95.90795
39387,41.87394, -103.65156
45382,41.76943, -99.37976
34777,41.20964, -96.62000
26434,41.21208, -96.62257
43921,41.21054, -96.62255
26687,42.26523, -96.86362
40186,42.54633, -99.86248
12001,40.30621, -99.89888
6249,41.45257, -96.34993
38000,41.45134, -96.35034
18933,41.54370, -96.13525
3908,40.85981, -99.98862
44947,40.85860, -99.98592
15844,40.85024, -99.98594
13010,40.85017, -99.98587
29032,41.46966, -96.49553
43934,41.36383, -97.97669
43799,40.23486, -100.41729
31462,42.93740, -100.95549
43604,40.81478, -96.70962
40517,40.75815, -96.65382
39227,40.81362, -96.70774
38557,40.74128, -96.68263
42822,40.80564, -96.68239
31955,40.81362, -96.70774
628231,40.79483, -96.71144
25472,40.20203, -98.06739
31655,41.12958, -100.76286
43396,41.11989, -100.75993
2041,41.13318, -100.73824
7250,41.26069, -95.94059
21191,41.20928, -96.08142
34271,41.33717, -96.02652
41698,41.21524, -96.04313
31670,41.23031, -95.94708
30799,41.20656, -96.08148
13050,41.21242, -96.06086
41648,40.13310, -99.45544
8507,40.13310, -99.45544
39925,41.15697, -96.04294
44956,41.17389, -96.02243
37204,41.86676, -103.64416
41350,41.87385, -103.66877
45424,41.88227, -103.67596
29458,40.01677, -98.06659
38047,40.01888, -98.06716
38355,40.01886, -98.06699
14318,40.26586, -96.74748
27826,41.02649, -96.30197
34313,42.75465, -98.87331
9161,40.86811, -97.99757
7491,40.86851, -98.00176
24248,40.86778, -97.99353
36288,40.86811, -97.99757
42716,40.87243, -98.00753
10217,40.23014, -100.83968
42106,42.27727, -96.72665
42626,41.21544, -98.62844
30069,41.44836, -96.48345
25752,41.43015, -96.49895
36095,40.97921, -96.38811
34893,40.69870, -99.08196
32074,40.69678, -99.08030
9061,40.70047, -99.08347
34151,41.17891, -96.04316
41366,41.18787, -96.04308
619798,40.81362, -96.70774
623426,40.77823, -96.70625
36773,40.73970, -96.68029
41496,40.81467, -96.73970
40586,40.73511, -96.70332
45846,40.79946, -96.67282
628789,40.73977, -96.68054
44659,41.00120, -96.16201
26398,40.19840, -100.61504
3141,41.24155, -95.98865
3149,41.20525, -96.01235
29679,41.27780, -96.08004
35988,41.28498, -96.00309
34174,41.22915, -96.13841
40711,41.31331, -96.02378
23985,41.26433, -95.98082
21866,41.20693, -95.94420
7278,41.20527, -96.02042
34931,41.18162, -97.54874
10444,41.18162, -97.54874
25615,41.18162, -97.54874
40343,41.01120, -95.88537
37244,41.21354, -98.45684
39108,42.26996, -96.86509
38756,42.26941, -96.86214
22265,41.98692, -96.91374
37716,42.41593, -96.84239
40314,40.26586, -96.74748
34281,41.15472, -95.92712
23273,41.14227, -95.91575
43864,40.32168, -98.59474
6868,40.32168, -98.59474
17907,41.78214, -99.14496
16424,41.85373, -99.21564
46269,41.78107, -99.13527
41803,41.43875, -97.37374
35501,41.43847, -97.34843
40350,42.46652, -97.90016
46277,40.62460, -96.96749
46131,40.62203, -96.96146
21157,40.62223, -96.96146
6988,40.59028, -99.86249
45164,41.42608, -96.49708
5492,40.58527, -98.39669
4548,40.57305, -98.39261
40006,40.62687, -96.62932
42836,40.61947, -96.63240
3522,40.70035, -99.07314
42181,41.17948, -96.10195
29177,41.17835, -96.04317
6921,41.70680, -97.23953
6922,41.70775, -97.23816
43895,41.70450, -97.23817
45075,40.84273, -96.78648
41424,40.81586, -96.68228
40541,40.86337, -96.66850
42025,40.78367, -96.62502
36770,40.78629, -96.69810
615954,40.80105, -96.62508
606866,40.82274, -96.68193
618031,40.76981, -96.65401
610359,40.80397, -96.70266
42725,40.19943, -100.61613
37205,40.67086, -95.85907
42556,40.67714, -95.85890
19941,40.67673, -95.85911
45577,40.67651, -95.85518
36307,41.17746, -100.83001
40267,41.13775, -100.76303
20493,41.30998, -95.97762
37141,41.23314, -96.19776
39017,41.25834, -95.93718
35983,41.29959, -96.00252
12026,41.31078, -96.02380
45404,41.22000, -95.94703
30918,41.20805, -96.11705
448,41.21077, -96.06747
46275,40.08878, -98.52115
41793,42.49919, -97.54124
6873,42.23083, -97.01781
6872,42.23083, -97.01781
46132,41.85736, -96.71060
2026,41.85116, -96.71115
19748,41.83707, -96.71086
5376,41.83791, -96.71212
38105,41.84797, -96.71066
44980,40.34980, -97.13075
7653,40.86528, -97.63178
45484,41.99947, -97.59798
43470,41.99947, -97.59772
9027,40.26586, -96.74748
43040,41.13648, -95.89431
31255,41.15773, -95.93546
34156,41.08771, -95.96647
46214,41.13793, -95.96750
22323,40.05272, -101.53156
35359,40.85848, -99.98616
46162,41.41723, -96.50025
39445,40.77094, -97.81169
40265,40.68506, -99.08627
45213,40.70274, -99.08423
612793,40.79213, -96.64417
623477,40.79163, -96.64459
624767,40.85707, -96.63894
36325,40.83923, -96.70569
41467,40.80554, -96.70560
39273,40.81360, -96.70291
39262,40.81923, -96.68234
45831,40.73845, -96.70027
8911,40.19859, -100.62522
45761,40.19944, -100.63922
43751,40.19797, -100.63011
12000,40.19859, -100.62522
25755,41.42999, -96.77103
34011,42.02484, -97.42651
11746,42.02261, -97.42649
45727,41.46171, -96.78788
7003,41.13632, -100.76333
45570,41.13830, -100.76129
45235,41.29203, -96.15811
45448,41.21973, -96.03409
44903,41.21119, -96.06212
35993,41.25734, -95.93842
43052,41.20384, -96.19746
41271,41.23400, -96.10882
33914,41.26711, -96.09130
42250,41.23397, -96.20629
28820,41.26069, -95.94059
28596,41.28501, -96.02594
21761,41.21422, -96.05995
45414,42.35921, -97.59694
19842,40.10947, -96.15363
40330,40.10947, -96.15363
8991,40.10947, -96.15363
8990,40.10947, -96.15363
26314,42.17719, -97.69874
46201,42.33512, -98.16519
36913,41.44752, -97.05726
25145,41.44749, -97.05726
38753,42.45730, -96.73629
45573,42.23550, -97.01144
43190,42.23609, -96.47233
38896,40.82666, -97.59565
37842,40.82672, -97.59389
29825,40.82590, -97.59748
15349,40.20451, -96.72745
31170,40.77846, -97.28040
34605,40.71725, -97.35281
39031,40.85260, -99.98614
45242,40.84877, -99.98587
46271,40.85982, -99.98585
37580,41.27514, -96.23045
43180,40.14811, -97.17118
25746,41.43441, -96.49860
46196,41.43559, -96.49325
28996,40.92672, -100.16241
22588,40.84242, -101.72511
44657,40.84143, -101.72507
45265,40.84136, -101.72507
42348,41.13264, -96.24974
27431,41.14380, -96.23901
8505,40.43798, -99.36918
43838,41.74533, -97.01990
4779,40.51593, -101.64202
30159,40.71396, -99.08435
27306,40.69955, -99.19839
43696,40.84455, -96.73689
43670,40.82766, -96.68226
43663,40.81506, -96.70111
43612,40.83143, -96.60765
30479,40.73997, -96.67945
33998,40.75775, -96.64426
40098,40.81434, -96.70850
40506,40.73573, -96.60289
38504,40.81546, -96.79633
37940,40.81341, -96.63603
38515,40.80670, -96.68234
40565,40.73118, -96.69738
38587,40.73997, -96.67945
37631,40.83927, -96.70504
610979,40.83658, -96.70693
611746,40.80618, -96.70558
37595,41.89448, -103.49825
33129,42.74985, -98.03102
19777,42.75087, -98.03408
33303,42.02225, -97.43626
40467,42.02097, -97.43596
44800,41.98216, -97.42666
45423,42.03265, -97.41388
44039,42.03272, -97.41696
46207,42.02253, -97.43818
46206,42.04121, -97.41265
27032,41.23659, -96.13552
27126,41.22528, -96.13194
27575,41.21765, -95.99034
27268,41.25975, -96.03629
21852,41.27200, -95.95043
29494,41.23496, -96.13846
43024,41.22609, -96.08156
39985,41.27781, -96.02498
44051,41.26554, -96.09098
17729,41.26342, -96.09658
4511,41.85943, -103.64922
36412,41.66620, -96.66561
44941,41.66223, -96.66929
22300,41.14486, -102.97614
22965,41.70450, -96.78991
27064,42.23472, -97.01776
41605,42.23046, -97.01776
45499,41.11183, -98.00824
45366,41.11784, -98.00314
27891,41.11581, -98.00185
42323,41.11430, -98.00422
28299,41.43878, -97.37020
34760,41.43875, -97.38156
37824,41.43843, -97.32155
44026,41.14190, -96.16422
8826,40.57797, -98.39253
25160,40.56801, -98.40141
33874,40.58517, -98.38913
45135,40.58468, -98.38993
1665,40.58607, -98.38658
36297,40.43798, -99.36918
42212,40.43789, -99.37757
8504,40.43798, -99.36918
46274,40.43706, -99.36984
29123,40.43803, -99.36282
627456,40.83988, -96.69989
38584,40.81802, -96.64465
38161,40.80331, -96.70266
33619,40.76966, -96.62273
44476,40.74290, -96.70909
9003,41.27474, -98.96948
43459,41.78335, -103.51656
46272,41.89990, -103.79393
6957,42.45753, -98.67021
45737,41.28642, -96.08140
45442,41.22674, -95.97585
46180,41.21717, -95.99036
41653,41.21132, -96.10154
37862,41.26455, -96.06678
26971,41.27154, -95.94236
33467,41.56765, -98.81992
42327,41.61187, -98.94374
46270,41.61064, -99.11576
46273,41.87829, -103.67562
43387,42.59424, -99.14268
38788,41.20900, -96.61580
40478,41.21054, -96.62255
36221,41.21012, -96.61999
43096,41.21096, -96.61953
39369,41.21511, -96.62109
23144,40.91330, -96.53230
42510,40.70379, -99.06961
33230,40.71220, -99.08402
10142,40.70047, -99.08347
43881,40.70820, -99.07204
41347,42.46257, -96.41928
37101,42.47788, -96.41307
5147,42.53104, -98.97822
23424,41.34305, -97.23849
33568,41.25337, -97.13018
33567,41.25337, -97.13018
36263,41.25337, -97.13018
45111,41.25273, -97.12497
46244,42.47734, -98.83386
44928,41.45142, -96.45889
38450,41.45145, -96.50276
42623,40.64029, -97.28637
19431,40.62584, -97.71449
40323,41.19030, -96.05188
46241,40.77673, -99.74160
1339,40.77530, -99.73913
44440,40.76586, -96.70041
45134,40.89337, -96.69662
44407,40.72634, -96.66398
46243,40.81362, -96.70774
43605,40.81362, -96.70774
38012,40.73826, -96.68265
38546,40.85239, -96.68214
37648,40.81506, -96.70111
37159,40.84235, -96.73948
31100,40.82456, -96.68230
25592,40.81472, -96.69732
625542,40.83868, -96.70596
622128,40.84264, -96.67333
609423,40.77151, -96.65407
30990,40.19878, -100.63534
42460,42.02881, -97.73396
43809,41.04985, -100.76966
43868,41.16240, -100.82193
43527,41.11367, -100.76857
46253,40.04862, -96.80181
42661,41.26491, -96.09102
39454,41.27981, -96.05271
14053,41.28253, -96.05270
13895,41.22696, -96.00556
37373,40.69424, -96.66755
30630,42.04803, -97.83414
12777,42.04857, -97.83147
45355,40.30626, -99.89890
8910,40.13227, -99.82817
44020,41.53238, -96.14254
43062,41.54329, -96.12302
31053,41.13360, -98.72212
5081,41.07284, -98.71539
20817,41.43059, -97.33783
